NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17454,0.17454,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2183,0.13832,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11858,0.18115,0.18115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.055348,0.14584,0.30265,0.40574,0.44653,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18838,0.046078,NaN,NaN,0.47959,0.55954,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16917,0.18838,0.06928,NaN,NaN,0.66632,0.66632,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017443,0.15949,0.18747,NaN,NaN,NaN,NaN,0.51069,0.51069,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.15939,0.054381,0.01141,0.033877,0.054323,NaN,NaN,NaN,NaN,0.545,0.545,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,0.51398,0.34845,0.23683,0.10218,0.12859,0.17399,NaN,NaN,0.34915,NaN,NaN,0.53848,0.58948,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.55603,0.59716,0.4277,0.36128,NaN,NaN,0.25076,0.4484,NaN,NaN,0.50238,0.37968,0.52298,0.53808,0.62759,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.28451,0.36577,NaN,NaN,0.32831,0.20391,0.35218,NaN,0.64093,0.58601,0.62208,0.50238,NaN,0.44177,0.39986,0.51248,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.22764,0.19355,NaN,NaN,0.35074,0.28654,NaN,0.36113,0.55441,0.56824,0.69077,NaN,NaN,0.40819,0.39637,0.37073,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.36814,0.3351,0.37305,0.41163,0.42783,0.44959,0.56091,0.46021,0.51344,0.52057,0.69898,NaN,0.25049,0.28177,0.38981,0.34939,0.34849,0.3433,0.57242,NaN,0.40729,NaN,0
0.55014,0.36792,0.3523,0.31874,0.40002,0.42736,0.48548,0.49796,0.52664,0.58568,0.66417,0.66801,0.3563,0.18479,0.20048,NaN,0.30148,0.35241,0.3433,NaN,NaN,0.54387,NaN,0
0.45842,NaN,0.46538,0.30019,0.39322,0.35498,0.54502,NaN,NaN,0.63232,0.65973,0.51514,0.36373,0.10086,0.091804,0.17489,0.23466,NaN,NaN,NaN,0.56131,NaN,NaN,0
0.32853,NaN,NaN,NaN,0.23681,0.29119,0.48057,0.49591,NaN,NaN,0.59088,0.38022,0.34374,NaN,0.19082,0.17654,0.28532,NaN,NaN,0.66711,0.6884,0.58275,NaN,0
0.48168,0.49286,NaN,NaN,NaN,NaN,0.59783,NaN,NaN,0.36621,0.54303,0.34119,0.33499,0.098293,0.20631,0.18849,NaN,NaN,0.51498,0.59727,NaN,0.38857,0.38004,0
NaN,0.46843,0.41334,0.61994,0.58088,0.55706,0.55527,NaN,0.61954,0.47833,0.4819,NaN,0.33563,0.22461,0.29957,0.24788,0.378,0.36803,0.48073,NaN,NaN,0.24845,0.24845,0
NaN,0.23885,NaN,NaN,NaN,NaN,NaN,0.60705,0.55213,0.42891,0.43821,0.31006,0.37309,0.30115,NaN,0.33515,NaN,0.33196,0.44494,NaN,NaN,0.29053,NaN,0
NaN,0.13389,0.13389,NaN,NaN,NaN,NaN,NaN,NaN,0.45756,0.40543,0.33219,NaN,0.42433,0.57736,0.42208,NaN,0.39738,NaN,0.38504,0.34739,NaN,NaN,0
NaN,0.24326,0.24326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.53111,0.42102,0.42824,NaN,NaN,0.37577,0.40152,NaN,NaN,0.4007,0.25493,0.15022,NaN,0
NaN,0.39527,0.39527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.48451,0.31928,0.15376,0.29389,0.34068,0.32859,0.2237,0.21151,0.27848,NaN,0.024361,8.3168e-05,0
NaN,NaN,0.4501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.37002,0.23765,0.38654,0.37424,0.3538,0.19481,NaN,NaN,NaN,6.9307e-05,8.3168e-05,0
0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34989,0.35906,0.47855,0.49455,0.38012,0.28731,0.18233,0.21949,0.04294,2.7756e-17,NaN,0
0.26941,NaN,0.10574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.65661,NaN,0.35135,0.28279,0.21991,NaN,NaN,NaN,NaN,0
0.41537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
