7	1.5288	16.405	3.5136
241	2.6357	16.405	3.5136
1037	6.0514	16.405	3.5136
1610	4.9779	16.951	4.034
1872	5.3906	18.11	4.6283
2183	5.4415	19.579	5.0925
2969	4.7225	23.2	6.5236
3712	3.4387	26.304	8.6836
3889	1.8557	27.03	9.1888
3955	4.375	27.284	9.3654
4081	5.9357	27.812	9.733
4497	1.3659	29.513	10.917
4763	3.0592	30.6	11.672
5456	2.6733	33.116	14.014
5723	4.1386	34.027	14.984
6365	0.63245	36.215	17.314
7254	0.52556	39.632	20.113
7722	2.4079	41.401	21.754
8478	2.3761	43.209	22.953
8705	4.3149	43.209	22.953
8857	0.55927	43.209	22.953
9073	6.0953	43.209	22.953
9126	3.1686	43.209	22.953
9788	4.1655	44.067	21.539
9969	6.2131	44.287	20.665
10040	2.0933	44.363	20.32
10338	5.8259	44.309	18.85
10647	1.1607	43.788	17.409
10951	4.9609	42.985	16.033
11797	4.8543	39.773	13.614
12171	4.1521	37.926	13.505
12385	2.8857	36.865	13.604
12785	0.043632	34.883	13.789
13263	5.0001	32.512	14.01
13870	0.59399	29.505	14.291
13988	5.2995	28.923	14.345
14236	5.7046	27.691	14.46
14408	2.2494	26.838	14.54
14844	6.0658	24.597	14.749
15216	3.0652	22.783	15.108
15402	2.7012	21.893	15.362
16032	5.0803	18.843	16.043
16753	3.2922	15.262	16.298
17149	5.5557	13.293	16.438
17777	4.5701	10.178	16.66
17963	2.8954	9.2515	16.726
18718	4.0629	5.4196	17
19017	0.73306	3.9394	17.105
19381	4.8039	2.1567	16.885
19810	0.25336	0.51027	15.581
20239	0.98156	-0.12144	13.571
20977	1.8409	0.62733	9.982
21425	4.5112	1.1435	7.812
22019	2.1648	1.8276	4.9358
22049	0.35137	1.8619	4.7916
22383	1.6012	2.2659	3.0932
22709	5.9082	2.6418	1.513
23638	0.70994	4.0598	-2.8732
23867	3.2894	4.5001	-3.926
24295	2.2383	5.3222	-5.8913
24496	4.1505	5.7082	-6.814
25071	1.0214	6.8116	-9.4517
25460	2.4829	7.5608	-11.243
25956	4.0531	8.5407	-13.585
27118	4.8561	9.2901	-15.816
27143	4.2937	9.2901	-15.816
28562	5.901	9.2901	-15.816
28851	0.70667	9.2901	-15.816
29646	1.0486	9.2901	-15.816
30229	2.3842	9.7627	-14.176
30253	6.2617	9.7963	-14.06
30462	0.4376	10.084	-13.062
30777	5.4537	10.649	-11.599
31403	5.7152	12.424	-9.0476
32421	0.18919	13.886	-4.2196
32568	2.2421	14.021	-3.5042
32692	3.2901	14.137	-2.8932
32945	1.9511	14.371	-1.6554
33442	3.6217	14.839	0.81542
34209	2.0259	15.556	4.6052
34289	5.8128	15.63	5
34438	4.5348	15.768	5.7268
34801	2.6881	16.104	7.504
35194	1.3993	16.468	9.4261
35340	6.2077	16.602	10.137
36648	2.2582	18.056	16.464
36723	2.2118	18.209	16.808
36956	0.073891	18.652	17.878
37067	0.57187	18.794	18.412
37272	5.9052	19.074	19.475
37619	1.6457	19.514	21.146
38129	2.0635	20.167	23.559
38421	3.1155	20.3	23.988
38682	0.44954	20.303	23.989
39025	1.135	21.521	24.322
40024	0.89915	25.293	21.713
40893	1.844	24.936	17.373
41239	0.81608	24.196	15.819
41537	3.885	23.458	14.532
42408	4.4864	21.954	10.47
42494	5.2815	21.815	10.071
42590	1.8337	21.649	9.5965
42929	5.9351	21.1	8.0217
43315	4.2446	20.466	6.2051
43568	6.2395	20.053	5.0215
44121	1.431	19.145	2.4177
44366	3.5639	18.743	1.2654
44849	1.1804	17.686	-0.87462
45003	4.7954	17.26	-1.6166
45748	4.4844	16.015	-5.0995
46445	2.391	14.606	-8.26
46970	3.3983	13.806	-10.754
47189	5.6265	13.473	-11.785
48130	2.974	11	-15.435
49423	2.061	10.916	-15.428
49689	0.076244	10.913	-15.425
49815	0.64773	10.722	-15.304
50082	3.2919	9.6014	-14.589
50226	3.7672	8.9947	-14.202
50849	3.6803	6.5072	-12.358
51096	5.8987	5.5553	-11.584
51873	1.1956	2.5528	-9.1408
52412	0.94456	0.40698	-7.3949
52780	4.0405	-1.1291	-6.4051
53106	3.8936	-2.4926	-5.6647
53249	3.5695	-3.1791	-5.2919
53491	3.2338	-4.2119	-4.6712
55232	5.4015	-10.951	0.71008
55838	3.7878	-12.807	2.6268
55921	3.2475	-12.811	2.6309
56236	1.3012	-12.811	2.631
56973	1.3758	-12.66	2.7379
57222	1.2686	-11.565	3.3201
57308	2.5181	-11.183	3.513
57521	5.9323	-10.237	3.9909
57820	3.9117	-8.908	4.6616
58154	0.78043	-7.3893	5.3362
58386	4.2421	-6.29	5.6819
59060	0.61554	-3.0882	6.6892
59234	5.8789	-2.26	6.9498
59507	3.3926	-0.9722	7.355
60208	1.0971	2.4081	8.5222
60509	2.0753	3.7763	9.1341
61155	1.121	6.7113	10.447
61549	1.2732	8.5028	11.248
61674	4.0523	9.0717	11.502
62185	1.0933	11.391	12.54
62606	1.5607	13.306	13.396
63286	4.5292	16.546	14.617
63341	1.6048	16.802	14.672
63577	3.0527	17.954	14.921
64298	4.3676	21.461	15.681
64849	5.4214	23.924	16.882
64965	0.1471	24.433	17.152
65009	1.1224	24.627	17.255
65468	6.2036	26.685	18.245
65954	3.3368	28.921	19.163
66188	0.071263	30.052	19.44
66831	4.5386	33.077	20.467
66892	0.99963	33.356	20.582
66988	3.5569	33.801	20.768
67508	3.287	36.266	21.793
68012	5.3663	38.581	22.756
69361	3.3796	41.887	24.017
69637	4.4711	41.887	24.017
70113	0.41751	41.887	24.017
70435	5.6695	41.887	24.017
70766	2.1367	41.443	22.975
71378	1.1382	39.837	20.382
71520	3.378	39.465	19.781
71615	6.0589	39.216	19.379
72130	6.0871	37.866	17.2
72442	4.7346	37.021	15.897
72834	0.41005	35.437	14.797
73137	3.0865	33.95	14.611
73624	1.4063	31.559	15.008
74106	0.63407	29.334	15.889
74447	0.30899	27.766	16.548
74978	5.7086	25.295	17.586
75436	1.2566	23.149	18.487
75663	6.0822	22.108	18.925
75785	0.30661	21.546	19.161
76055	5.4172	20.309	19.68
76529	6.1743	18.138	20.592
76658	1.7915	17.542	20.843
76839	5.3564	16.713	21.191
77266	0.11543	14.752	22.015
77885	1.6131	11.83	22.774
78333	4.5462	9.8241	21.901
79141	1.0689	8.7652	18.159
79930	1.6626	10.419	17.186
80629	5.8075	13.748	17.962
81394	4.6725	17.446	18.814
81685	1.282	18.804	19.315
81889	2.9573	19.755	19.665
82241	0.31821	21.48	20.301
82921	2.5036	24.672	21.419
83098	2.1331	25.537	21.565
83233	4.0511	26.201	21.677
83831	2.5983	29.14	22.174
84238	5.7739	31.135	22.512
84389	1.3508	31.875	22.637
85021	5.2419	34.978	23.162
85624	3.4457	37.943	23.663
86391	5.1903	41.687	24.293
86607	0.69477	41.88	24.036
86790	3.936	41.956	23.911
87170	3.923	41.956	23.911
87270	3.6073	41.956	23.911
87575	2.9076	41.956	23.911
87979	3.4319	41.956	23.911
89107	4.724	40.964	23.122
89483	4.3502	39.509	21.943
89745	0.51501	38.615	20.886
90064	2.4252	37.61	19.656
90458	0.3971	36.53	18.028
91308	6.1215	35.043	14.088
91399	1.8798	34.923	13.651
91653	1.5931	34.588	12.431
91819	4.5256	34.367	11.634
91889	0.087216	34.247	11.307
92027	1.3914	33.941	10.693
92527	0.18939	32.8	8.4817
93066	4.0408	31.586	6.0926
93320	5.9506	31.265	4.8665
93873	0.49688	30.503	2.1437
94255	4.2073	29.705	0.41278
94339	0.80212	29.532	0.036637
94417	1.5372	29.371	-0.31314
95203	4.4664	27.732	-3.8685
95502	4.291	27.109	-5.2211
95921	2.2814	26.235	-7.1167
96147	0.31158	25.765	-8.1368
96549	2.4338	24.927	-9.9558
96726	3.7353	24.559	-10.753
97087	3.6701	23.805	-12.39
97216	1.6592	23.536	-12.973
97536	2.2682	22.846	-14.471
97934	3.9965	22.004	-16.298
98303	1.2062	21.234	-17.968
98627	6.1035	20.421	-19.352
99463	4.1355	16.627	-20.359
99523	2.564	16.348	-20.26
1.0055e+05	4.8466	12.885	-17.341
1.0092e+05	0.71646	11.988	-15.945
1.0116e+05	2.6373	11.804	-15.786
1.0137e+05	5.2118	10.985	-15.08
1.0203e+05	5.1377	8.4968	-12.933
1.0287e+05	0.37233	5.335	-10.206
1.032e+05	2.2658	4.0678	-9.1128
1.0404e+05	0.28351	1.3176	-6.22
1.0431e+05	4.1114	1.0677	-4.9111
1.05e+05	6.2133	2.6221	-1.95
1.0576e+05	3.8794	5.7661	0.20267
1.0654e+05	0.13392	9.187	2.0166
1.0658e+05	5.997	9.3445	2.0771
1.0731e+05	5.5429	12.671	3.5839
1.076e+05	2.3924	13.972	4.2643
1.0799e+05	0.8222	15.585	5.2597
1.082e+05	2.7965	16.499	5.851
