30839	2.5836	-1.4968	-2.8415
52730	0.46218	-4.0565	4.2443
75122	5.6591	1.5399	-1.8567
99131	6.112	1.7746	5.4428
1.1015e+05	3.4163	-0.979	4.3893
1.2061e+05	3.4763	-5.9946	-1.6431
1.2837e+05	0.99535	-2.4644	-1.7881
1.408e+05	5.9276	-2.7026	4.4564
1.6988e+05	3.0281	-6.6745	-7.6382
1.7521e+05	6.1943	-2.8785	-6.7249
2.0248e+05	5.8972	-5.6405	0.072688
2.1554e+05	3.2412	-4.259	4.2067
2.1742e+05	5.0326	-4.259	4.2067
2.3812e+05	0.33185	-6.9764	5.1872
2.4897e+05	0.4425	5.5918	-4.0373
2.7153e+05	1.0532	-0.71988	-4.622
2.7901e+05	3.0795	3.9446	-6.2906
