NaN,0.10703,0.080059,0.06393,0.18905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.080059,NaN,0.18905,0.2563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.41064,NaN,NaN,NaN,5.5511e-17,NaN,NaN,0
0.13724,NaN,NaN,NaN,NaN,NaN,NaN,0.053022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0.20457,0.096476,NaN,NaN,7.4015e-17,NaN,0
0.091235,NaN,0,NaN,5.5511e-17,NaN,NaN,NaN,0.049455,0.01411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5511e-17,NaN,NaN,0,0.096476,NaN,NaN,1.1102e-16,NaN,NaN,7.4015e-17,0
NaN,0.082442,NaN,NaN,NaN,5.5511e-17,NaN,NaN,NaN,NaN,0.01411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5511e-17,NaN,7.4015e-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7007e-17,0
NaN,NaN,0.082442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.048369,0.048369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6613e-17,8.8818e-17,NaN,NaN,NaN,NaN,0,NaN,5.5511e-17,NaN,0,NaN,0
NaN,NaN,0.12599,0.12599,NaN,0.53614,NaN,NaN,NaN,NaN,NaN,0.13872,0.16257,0.14574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18243,4.4409e-17,5.5511e-17,NaN,NaN,NaN,NaN,0,0,2.2204e-17,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,0.037463,NaN,NaN,0.35895,NaN,NaN,NaN,0.23265,NaN,NaN,0.14574,0.15178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44619,0.22984,0.18243,NaN,NaN,NaN,NaN,NaN,0.014524,0,0,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,0.046852,0.046852,NaN,0.22625,NaN,NaN,NaN,0.15038,NaN,NaN,NaN,0.19168,0.0096962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.37959,0.25384,0.44619,NaN,NaN,NaN,NaN,NaN,NaN,0.018156,0.014524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,0.0037557,NaN,NaN,NaN,NaN,NaN,5.5511e-17,NaN,NaN,NaN,NaN,NaN,NaN,0.6237,NaN,NaN,NaN,NaN,NaN,0.64127,0.42023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.020445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5206,0.60148,NaN,NaN,NaN,0.54864,0.51208,NaN,NaN,NaN,NaN,0.26301,0,0,NaN,NaN,0.13031,0.0098651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,0.019106,NaN,0.0081865,0,NaN,NaN,NaN,NaN,NaN,NaN,0.0415,0.0415,NaN,0.32535,0.4199,0.1745,0.40133,0.32753,0.59945,NaN,NaN,NaN,0.15321,0.15321,NaN,NaN,NaN,NaN,0.1748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.011462,NaN,0.067143,NaN,0,NaN,NaN,NaN,NaN,0.031113,NaN,NaN,NaN,0.28368,0.20634,0.38012,0.24862,NaN,NaN,NaN,2.2204e-17,0.1266,0.15321,NaN,NaN,NaN,0.24952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.2457,0.18613,0.20899,NaN,0,NaN,NaN,NaN,0.062286,NaN,NaN,NaN,NaN,0.19275,0.15692,0.29494,NaN,0.13766,0.0040896,2.7756e-17,NaN,2.7756e-17,NaN,NaN,0.75503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.20899,0.31993,0.20978,NaN,NaN,NaN,NaN,NaN,NaN,7.4015e-17,0.21427,0.21427,NaN,NaN,NaN,0.20592,0.05706,0.0029211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.23036,NaN,0.1271,0.18195,NaN,NaN,0.014122,0.011768,0.13791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.080139,0.15599,NaN,0.51055,NaN,0.22172,0.061165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20936,0.23887,0.29326,NaN,0.038495,0.034557,0.13232,0.26935,0.44463,NaN,NaN,5.5511e-17,NaN,NaN,NaN,NaN,NaN,0.45135,0.5612,0.41132,0.3302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.066682,0.12057,0.20773,0.1887,0.11241,NaN,0.14154,0.29017,NaN,NaN,0.015239,NaN,NaN,NaN,NaN,NaN,0.29899,0.40081,0.49774,0.49296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3023,0.40124,0.40673,NaN,0.098466,0.20148,NaN,0.3546,0.039843,0.015239,NaN,NaN,NaN,NaN,0.24985,0.17374,0.30012,0.32579,0.38956,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28144,0.45801,0.53042,0.35436,0.083889,NaN,NaN,NaN,NaN,0.015239,NaN,1.1102e-16,NaN,NaN,0.22971,NaN,0.16202,0.18964,0.19228,0.16888,NaN,0.13833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.71045,NaN,0.25101,NaN,0.40161,0.32129,NaN,0.14696,NaN,NaN,0.077247,0.20395,0.21939,0.26952,0.19362,0.16258,0.12337,0.084479,NaN,0.11003,0.19076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.47513,0.33347,0.20478,NaN,0.40161,0.32129,0.11885,0.14696,0.16646,0.23002,0.16717,0.24503,NaN,0.27853,0.14523,0.14422,0.16007,0.27412,0.26353,0.1813,NaN,0.32115,NaN,3.7007e-17,0.14309,0.24457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3279,0.22888,NaN,NaN,NaN,NaN,NaN,NaN,0.2662,0.31711,0.22233,0.13902,NaN,0.099223,0.084943,0.11062,0.20965,0.37613,0.36726,0.24673,0.09793,NaN,NaN,0.16464,NaN,0.18413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18831,NaN,3.7007e-17,NaN,NaN,NaN,NaN,NaN,NaN,0.35754,NaN,NaN,0.017571,0.06213,NaN,NaN,NaN,0.4965,0.42508,NaN,NaN,NaN,0.20765,0.20765,NaN,NaN,0.38167,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25526,NaN,NaN,NaN,0,NaN,NaN,NaN,0.60049,0.42408,0.41871,NaN,NaN,NaN,0.16117,0.021966,0,NaN,0.48205,0.3869,0.33879,NaN,NaN,NaN,0.20765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25526,NaN,NaN,NaN,NaN,NaN,0.5973,0.43843,0.47193,NaN,NaN,NaN,NaN,0.20262,NaN,NaN,NaN,NaN,NaN,0.23937,0.15192,NaN,0.081297,0.081297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.5511e-17,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.41788,0.43835,0.20591,NaN,NaN,NaN,0.14292,0.18047,NaN,NaN,NaN,NaN,NaN,0.27876,0.21372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,3.7007e-17,NaN,NaN,3.7007e-17,NaN,NaN,NaN,NaN,NaN,0.55524,0.43909,NaN,NaN,0.048365,NaN,0.20453,NaN,0.22064,NaN,NaN,NaN,NaN,NaN,0.27774,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,3.7007e-17,NaN,NaN,NaN,NaN,NaN,0.4275,NaN,NaN,NaN,NaN,0.028993,0.18083,0.13206,NaN,NaN,NaN,NaN,NaN,NaN,0.27774,0.2291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.16649,NaN,NaN,5.5511e-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.30044,0.27507,0.33395,NaN,NaN,NaN,NaN,NaN,0.16715,0.11725,0.16715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.16649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.51052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18549,NaN,5.5511e-17,NaN,NaN,NaN,NaN,NaN,0.13853,0.16298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,0.16649,NaN,NaN,NaN,0.055302,NaN,NaN,NaN,0.25574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1.1102e-16,NaN,NaN,NaN,0.16587,0.20125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,2.7756e-17,NaN,NaN,NaN,NaN,0.25871,0.25991,0.3408,0.13724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.029403,0.21579,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,5.5511e-17,5.5511e-17,NaN,NaN,NaN,NaN,0.20364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,5.5511e-17,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,3.7007e-17,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.40927,0.40927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,3.7007e-17,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,3.7007e-17,5.5511e-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
