NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0.067098,NaN,0.096895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.65937,0.42645,NaN,NaN,0.044712,NaN,0.048333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.48233,0.62843,0.60633,NaN,NaN,NaN,NaN,0.0062299,0.0054807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,0.20738,0.15391,0.31589,NaN,5.5511e-17,3.7007e-17,0.23495,0.40628,0.54272,0.6339,0.60137,NaN,NaN,NaN,NaN,0.0052974,0.0052974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0,NaN,0.20738,NaN,NaN,NaN,NaN,NaN,NaN,0.28126,0.40863,0.44238,0.38976,0.26232,0.0023901,NaN,NaN,0.039241,0.039241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.32804,0.45416,0.53279,NaN,0.29876,NaN,NaN,NaN,NaN,0.052057,0.052057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.49693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2299,0.28842,0.31235,NaN,0.26533,NaN,0.15761,NaN,0.2101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.49693,NaN,NaN,NaN,NaN,0.40119,0.23732,0.23391,NaN,0.45098,0.43243,0.20948,0.18676,0.18796,NaN,0.15029,0.16671,0.43423,NaN,NaN,0.16555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.15702,0.1043,NaN,0.29886,NaN,0.19373,0.3624,0.45385,0.36764,NaN,0.1062,0.22842,0.19496,0.12056,NaN,NaN,0.32237,0.47452,NaN,0.40031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,0.22857,NaN,NaN,0.40533,0.42298,0.50295,NaN,0.13178,NaN,NaN,0.12056,0.14513,NaN,NaN,0.41039,NaN,0.33462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.22654,3.7007e-17,NaN,NaN,0.16512,0.16377,NaN,0.41538,0.46356,0.2786,0.079242,NaN,NaN,0.12871,NaN,NaN,NaN,0.24631,0.32914,NaN,0.18677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.22654,NaN,NaN,0.0016083,0.0012866,NaN,0.11498,0.373,0.408,0.45487,0.30819,0.22051,0.18989,NaN,0.23401,NaN,0.19495,0.095555,0.25126,NaN,0.2645,0.047456,0.047456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.34622,NaN,0.0016083,NaN,0.00091902,4.1633e-17,0.17473,0.30193,0.34083,NaN,0.14917,NaN,0.11099,0.36245,0.27149,0.27657,0.22171,0.31734,NaN,NaN,NaN,0.045708,0.0063679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,4.4409e-17,6.3441e-17,0.046904,0.15895,0.19353,0.24478,0.24975,0.36862,NaN,NaN,NaN,0.27149,0.34973,0.35297,0.39495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,2.7756e-17,NaN,0.062692,0.10369,0.15184,0.17492,0.15945,NaN,NaN,0.039203,0.28288,0.2519,NaN,0.44725,NaN,0.49431,NaN,NaN,NaN,0.033974,0.027171,0.033974,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,0.1088,0.14399,0.14088,0.18689,NaN,0.023508,NaN,NaN,0.13756,0.22108,NaN,0.43422,NaN,0.31449,0.41258,NaN,0.25025,0.16173,NaN,0.11309,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,3.7007e-17,NaN,NaN,NaN,0.13939,0.16823,0.16323,NaN,0.029392,0.029392,0.023508,0.28597,0.21148,0.22689,0.27795,0.39507,0.48899,0.32629,0.42698,0.38434,NaN,0.33778,NaN,0.13555,NaN,NaN,NaN,NaN,0
