NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.457,-1.457,NaN,2.2517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.381,-0.27789,NaN,NaN,-1.457,NaN,2.2517,2.2517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0224,0.052164,NaN,0.25067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,-0.45869,NaN,NaN,0.77325,NaN,NaN,-2.0208,NaN,-1.3345,NaN,-0.6962,NaN,NaN,NaN,NaN,1.4345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,1.3621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9314,NaN,1.3707,-0.22303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.4012,-1.5643,NaN,-3.0341,-0.42569,NaN,-1.4571,-1.3423,NaN,NaN,1.1925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.4182,-1.4182,NaN,1.7687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,3.0938,3.0789,NaN,NaN,NaN,NaN,NaN,NaN,-1.3996,-1.3996,NaN,NaN,NaN,NaN,NaN,NaN,-1.5456,NaN,NaN,2.7452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,-2.6897,NaN,-2.3184,NaN,NaN,NaN,NaN,NaN,-0.8633,NaN,NaN,-0.29139,NaN,NaN,NaN,NaN,-0.70926,-0.73425,NaN,NaN,2.0878,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,-2.6651,NaN,NaN,-2.3197,NaN,-1.7198,-1.4225,NaN,NaN,NaN,-0.50172,NaN,NaN,NaN,NaN,NaN,0.30846,-0.10935,NaN,0.74082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6422,-1.3857,-1.3347,NaN,NaN,-0.6505,NaN,NaN,NaN,NaN,NaN,NaN,0.19678,1.4431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-2.9717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.2998,NaN,NaN,NaN,-1.4398,NaN,NaN,NaN,NaN,NaN,NaN,1.6348,NaN,2.1794,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3557,NaN,-2.2985,NaN,NaN,NaN,NaN,NaN,0.27708,NaN,NaN,NaN,NaN,2.322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,1.8486,NaN,NaN,NaN,1.3557,1.3557,NaN,NaN,NaN,NaN,1.1074,NaN,NaN,NaN,NaN,0.51074,NaN,NaN,NaN,-3.0372,-2.1374,-1.8146,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,-0.17097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8783,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,-0.018364,NaN,NaN,1.2487,NaN,NaN,0.91778,NaN,NaN,NaN,1.121,-3.0271,NaN,3.0394,NaN,NaN,NaN,NaN,-1.7272,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,-1.5079,NaN,-0.0022122,NaN,0.045024,NaN,1.6269,NaN,0.91778,NaN,0.81931,0.37256,NaN,NaN,2.4184,3.0394,-2.5043,-1.9409,NaN,NaN,-0.441,-0.441,NaN,-0.2295,NaN,NaN,0
NaN,NaN,NaN,-1.5079,NaN,NaN,NaN,NaN,-0.09298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9575,NaN,NaN,NaN,NaN,NaN,NaN,-0.2295,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2064,NaN,NaN,NaN,NaN,-1.8354,NaN,NaN,NaN,NaN,NaN,-1.3488,NaN,-2.6581,NaN,-2.3728,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,2.9762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7655,NaN,3.1024,NaN,NaN,-2.6791,NaN,NaN,NaN,NaN,-2.4766,-2.7423,-2.104,NaN,-2.7933,3.0692,NaN,0
2.2979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.57745,NaN,NaN,-2.8857,2.2497,NaN,NaN,NaN,NaN,0.33933,0.15392,-0.78757,-2.04,-1.6623,0
NaN,NaN,NaN,2.8287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44662,NaN,-0.42439,-0.42439,NaN,NaN,1.6467,NaN,NaN,NaN,2.1932,NaN,0.49123,-0.39107,-1.5535,-1.2828,0
NaN,NaN,2.8287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.30838,NaN,0.92599,NaN,3.1211,NaN,NaN,-0.81737,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
