5622	5.0368	3.0491	2.9977
8891	5.1082	5.0651	-2.2294
35365	2.0469	2.2368	-2.2504
63071	1.1607	5.0979	-3.6147
72577	1.1141	3.4657	6.0626
1.044e+05	2.9621	6.7622	2.1016
1.0822e+05	1.6347	-3.052	3.5084
1.1728e+05	4.0912	4.3752	-5.0364
1.34e+05	2.9122	-1.6142	-6.5544
1.422e+05	1.5572	-6.2449	7.9825
1.6404e+05	1.9255	6.1553	-3.7705
1.6827e+05	0.67184	3.9886	-0.83629
1.8334e+05	5.178	4.0452	-5.6283
1.8819e+05	6.1225	-2.6268	3.7382
2.0367e+05	4.5212	-6.3219	-3.4548
2.1733e+05	1.5355	-3.5716	0.59943
2.2856e+05	5.3743	-6.9571	-2.4819
2.3738e+05	1.686	-6.1791	4.9792
2.5169e+05	4.5703	4.4644	-4.7917
2.5666e+05	0.35921	-3.295	0.89425
2.8474e+05	2.4064	-4.3436	4.2195
