NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.06209,0.20444,0.25433,0.32948,0.20476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44878,0.20039,0.06209,NaN,0.36491,NaN,0.28192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.52259,0.55532,0.54533,0.64143,0.55591,0.65459,0.69278,0.67451,0.5476,NaN,NaN,NaN,NaN,0.34618,0.33291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.18896,0.27375,0.33801,NaN,NaN,NaN,NaN,0.54986,0.62347,0.62498,0.64431,0.61593,0.60664,NaN,NaN,NaN,0.41286,0.41286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.19942,0.31367,NaN,0.56307,0.53883,0.57025,NaN,0.49108,0.51206,NaN,NaN,0.3294,0.3294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.049913,0.049913,NaN,NaN,NaN,0.22121,NaN,0.33707,0.30172,NaN,0.25356,NaN,0.35037,0.39851,0.44887,NaN,0.3122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.23788,NaN,0.28294,NaN,0.21032,0.090954,NaN,NaN,0.081356,0.21313,NaN,0.39658,0.2895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,0.0052838,0.0035225,0.063254,NaN,0.23175,0.37592,0.19414,0.26895,0.095619,0.12837,0.053831,NaN,NaN,NaN,0.53346,0.48416,0.38632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,0.13328,0.0030193,0.004227,NaN,NaN,0.29397,0.19289,0.24571,0.092528,0.19118,NaN,0.31899,0.27244,NaN,NaN,0.47698,0.45867,0.44571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.19865,0.20419,NaN,NaN,0.0036018,0.091164,0.19915,0.2068,0.26479,0.15358,0.25482,0.12297,NaN,0.24637,NaN,NaN,0.59856,0.57837,0.60655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.50611,NaN,NaN,NaN,NaN,0.0036018,0.15732,0.15732,NaN,NaN,0.087777,NaN,0.188,0.25568,0.2878,0.36186,NaN,NaN,0.47974,0.47974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.21987,NaN,NaN,NaN,NaN,NaN,NaN,0.13341,0.11638,0.20597,NaN,0.1359,NaN,NaN,NaN,0.27749,NaN,NaN,NaN,0.35723,0.35723,0.3588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.43625,NaN,NaN,NaN,NaN,NaN,NaN,0.17432,0.22967,0.28921,0.15411,0.14931,0.10561,0.12674,0.29131,0.38884,0.47311,0.41301,0.36022,0.32022,NaN,NaN,0.3551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.15283,0.37065,NaN,0.48061,NaN,0.10567,0.084265,NaN,0.19059,NaN,0.1296,0.11062,NaN,0.18312,0.26021,0.38542,0.35304,0.43183,0.48844,NaN,NaN,0.3551,0.31379,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.37065,0.28159,0.48061,NaN,0.24642,NaN,NaN,0.17473,0.25038,0.26662,0.28522,0.13799,0.15449,NaN,0.29211,NaN,NaN,0.67252,NaN,NaN,NaN,0.189,0.18888,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.16177,0.13364,0.042958,0.045264,NaN,0.20741,NaN,NaN,0.041356,0.060055,0.073802,NaN,NaN,0.58864,0.46572,0.32039,NaN,NaN,0.039641,0.13476,NaN,NaN,NaN,NaN,0
