16.405,3.5136
16.405,3.5136
16.405,3.5136
18.11,4.6283
19.579,5.0925
26.304,8.6836
27.112,9.2459
27.284,9.3654
29.513,10.917
30.6,11.672
33.488,14.41
35.571,16.628
37.064,18.118
40.047,20.498
42.592,22.855
43.209,22.953
43.209,22.953
43.209,22.953
43.209,22.953
44.197,21.043
44.287,20.665
44.414,19.691
44.309,18.85
43.448,16.826
42.985,16.033
40.935,13.928
39.099,13.483
37.589,13.536
35.398,13.741
34.883,13.789
33.065,13.959
28.923,14.345
27.691,14.46
24.792,14.731
24.597,14.749
22.783,15.108
18.843,16.043
16.886,16.182
14.934,16.321
12.202,16.516
9.5067,16.708
6.1113,16.95
4.8526,17.04
2.7486,17.059
0.51027,15.581
0.16529,14.954
0.62733,9.982
1.0696,8.1225
1.5556,6.0795
1.7374,5.315
1.8619,4.7916
2.2659,3.0932
2.6418,1.513
4.0751,-2.91
4.4803,-3.8786
4.6832,-4.3635
5.5505,-6.4369
6.7188,-9.2299
7.8162,-11.854
9.2901,-15.816
9.2901,-15.816
9.2901,-15.816
9.2902,-15.816
9.7627,-14.176
9.8783,-13.775
10.176,-12.741
10.513,-11.836
12.424,-9.0476
13.886,-4.2196
14.06,-3.3004
14.371,-1.6554
14.839,0.81542
15.277,3.133
15.565,4.6539
15.794,5.8653
16.447,9.3135
16.553,9.8769
18.152,16.679
18.652,17.878
19.074,19.475
19.851,22.423
20.167,23.559
20.3,23.988
20.3,23.988
21.521,24.322
23.484,23.938
24.954,17.43
24.864,17.151
24,15.477
22.389,11.718
21.895,10.3
21.649,9.5965
21.1,8.0217
20.466,6.2051
20.053,5.0215
18.938,1.8239
17.323,-1.5063
16.015,-5.0995
14.606,-8.26
13.806,-10.754
11.459,-14.992
11,-15.435
10.916,-15.428
10.934,-15.439
10.533,-15.184
6.5072,-12.358
4.2587,-10.529
-1.6318,-6.1321
-2.1655,-5.8423
-4.1789,-4.6933
-8.8537,-1.446
-10.555,0.30311
-12.811,2.6315
-12.811,2.631
-12.66,2.7379
-11.565,3.3201
-8.908,4.6616
-7.3893,5.3362
-5.576,5.9066
-2.3179,6.9316
-1.6443,7.1435
2.3494,8.4959
3.7763,9.1341
4.558,9.4837
8.2063,11.115
9.0717,11.502
11.391,12.54
13.306,13.396
15.333,14.3
16.589,14.626
17.194,14.757
19.316,15.214
23.994,16.919
24.521,17.199
25.472,17.702
27.222,18.469
33.077,20.467
33.356,20.582
33.801,20.768
34.64,21.117
41.887,24.017
41.887,24.017
41.887,24.017
41.887,24.017
40.702,21.779
38.239,17.802
37.362,16.385
33.95,14.611
31.695,14.979
30.084,15.574
29.197,15.947
25.849,17.353
25.295,17.586
23.149,18.487
21.803,19.053
20.043,19.792
18.138,20.592
17.481,20.868
14.752,22.015
11.83,22.774
9.8241,21.901
9.2651,21.279
8.7652,18.159
10.419,17.186
13.748,17.962
18.664,19.263
19.755,19.665
20.953,20.107
24.672,21.419
25.537,21.565
26.201,21.677
29.14,22.174
30.995,22.488
31.727,22.612
32.064,22.669
34.978,23.162
38.083,23.687
39.303,23.893
41.823,24.142
41.957,23.909
41.956,23.911
41.956,23.911
40.347,22.632
38.748,21.049
38.266,20.458
35.421,15.465
35.043,14.088
34.923,13.651
34.484,12.055
34.247,11.307
33.732,10.287
32.8,8.4817
31.336,5.1805
30.594,2.341
29.532,0.036637
27.911,-3.4819
27.518,-4.3326
26.401,-6.7577
26.126,-7.353
24.574,-10.722
24.274,-11.372
23.644,-12.739
23.217,-13.665
22.846,-14.471
22.466,-15.296
21.439,-17.523
20.556,-19.192
17.321,-20.515
16.348,-20.26
13.966,-18.894
12.93,-17.785
12.885,-17.341
11.947,-15.909
10.985,-15.08
7.5983,-12.158
5.2313,-10.116
4.5095,-9.4939
1.3384,-6.2708
1.0677,-4.9111
2.3244,-2.1782
5.7661,0.20267
7.1566,1.1494
8.117,1.6061
9.2978,2.0591
12.671,3.5839
14.317,4.4467
15.181,4.9977
16.499,5.851
18.636,7.2347
22.112,9.4851
24.467,11.01
25.6,11.744
26.147,12.098
31.095,15.301
33.606,16.927
38.789,20.448
41.854,23.235
42.729,23.185
45.108,22.51
46.604,20.984
46.648,20.896
46.649,20.893
46.627,20.859
42.118,18.507
40.315,17.875
39.501,17.605
38.427,17.504
38.268,17.516
37.765,17.588
32.826,18.33
32.396,18.394
31.561,18.52
29.345,18.851
28.283,18.825
26.649,18.082
26.068,17.489
25.957,17.341
23.912,14.619
22.548,12.803
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.841
21.827,11.84
21.546,10.855
20.927,6.249
21.064,5.141
21.732,2.1257
21.903,1.4914
22.057,0.46824
22.117,-0.31133
22.185,-1.1943
22.387,-3.4138
22.618,-4.468
23.311,-9.7163
24.229,-13.957
24.42,-14.827
24.913,-17.077
24.471,-19.77
24.471,-19.77
23.395,-19.934
20.245,-19.967
18.063,-19.529
12.892,-17.282
12.891,-17.28
12.891,-17.28
12.891,-17.28
12.891,-17.28
12.891,-17.28
12.723,-14.326
12.557,-13.541
12.433,-12.957
12.289,-12.281
12.015,-11.075
10.539,-7.0024
10.194,-6.0501
9.6583,-4.4202
8.8108,-0.41409
8.4388,0.68893
8.1056,1.6767
7.7123,2.8429
7.5785,3.2394
7.1007,4.656
6.3086,7.0042
5.8251,8.4377
5.6091,9.0781
5.0925,10.61
4.312,12.923
4.2581,13.083
3.5967,15.044
3.4006,15.625
2.3228,18.844
2.2088,19.953
3.8787,22.794
4.3901,23.06
10.064,23.669
11.808,23.798
13.083,23.892
13.936,23.955
15.315,24.057
16.804,24.167
17.827,24.242
19.709,24.381
21.738,24.53
23.985,24.455
26.323,24.346
27.383,24.297
34.223,23.979
37.048,23.847
38.288,23.79
41.085,23.66
43.411,22.971
43.786,22.8
45.322,20.365
45.348,20.143
45.042,18.356
41.815,15.228
40.712,14.323
39.37,12.796
38.299,11.459
37.243,10.142
34.686,6.9513
31.184,3.3253
28.972,0.6568
27.564,-1.0415
26.165,-2.7294
25.174,-3.9253
24.781,-4.3994
23.285,-5.9077
15.911,-11.381
15.078,-12.106
12.687,-14.188
11.061,-15.459
11.061,-15.459
10.886,-15.059
9.6023,-11.136
9.3041,-9.8447
8.4708,-6.8915
8.1234,-5.9859
6.4079,-1.5135
5.2534,1.4965
4.0336,4.4565
2.9857,7.0027
2.9433,7.7047
2.9498,8.8108
2.9543,9.5972
2.5878,12.552
2.4458,13.606
2.2885,14.703
2.2281,14.861
0.91334,13.55
0.45206,12.14
0.64434,10.541
2.2407,6.9527
2.908,5.4629
3.4621,4.226
3.7491,3.5853
5.1271,0.50906
6.5024,-2.8412
6.5101,-3.9879
6.2933,-4.9641
6.4553,-7.8623
6.9054,-9.0823
8.3079,-12.217
8.6236,-12.923
9.2826,-14.396
9.7493,-15.437
9.9175,-15.51
9.9175,-15.51
9.9175,-15.51
9.9175,-15.51
9.4277,-14.219
8.011,-11.921
7.2417,-10.837
4.5526,-7.0506
1.9424,-3.3748
-0.19568,-0.36396
-1.2824,1.1664
-2.7978,3.6227
-3.4071,4.9426
-6.0116,9.4049
-7.0458,11.014
-8.3482,13.041
-8.9843,14.031
-10.999,16.57
-12.409,18.409
-13.087,21.338
-10.924,22.844
-9.5779,22.901
-7.2196,21.531
-5.76,20.034
-3.5203,17.143
-1.0729,12.352
-0.14649,8.013
0.64536,5.713
1.2568,3.937
1.9891,1.8101
2.4755,0.39728
3.0765,-1.3484
4.9343,-6.2268
6.5062,-8.9927
7.9046,-11.453
8.6485,-12.762
9.508,-14.275
11.306,-15.539
11.821,-15.812
12.67,-16.207
13.254,-16.297
13.253,-16.297
13.253,-16.297
13.253,-16.297
13.253,-16.297
13.253,-16.297
13.253,-16.297
13.253,-16.297
13.253,-16.297
13.253,-16.297
13.253,-16.297
12.527,-15.999
9.6844,-15.557
8.1397,-15.489
5.6239,-15.073
4.3414,-14.861
1.5365,-14.397
-0.13977,-14.12
-3.9032,-13.607
-5.8935,-13.558
-6.958,-13.531
-8.1491,-13.41
-10.77,-12.245
-12.703,-10.913
-13.445,-8.2962
-13.423,-8.1387
-11.801,-5.6528
-9.3857,-3.8253
-7.2328,-2.7699
-5.0032,-1.1732
-3.3167,-0.35925
-0.82416,1.0701
3.1276,3.1949
4.3804,3.7693
6.2628,4.6323
12.846,7.6504
13.403,7.9056
14.705,8.5028
16.476,9.3143
17.263,9.6755
18.411,10.201
22.251,12.004
25.002,14.037
26.331,14.929
28.432,16.205
32.458,18.65
35.353,20.408
36.805,21.287
38.493,21.999
38.848,22.142
39.741,22.502
41.798,23.33
42.309,23.481
42.812,23.14
42.812,23.14
42.812,23.14
42.812,23.14
42.812,23.14
42.812,23.14
41.964,22.26
39.315,20.558
38.351,20.04
37.675,19.677
36.93,19.277
35.802,18.671
33.963,17.683
28.441,14.103
26.582,13.116
25.91,12.759
24.514,11.999
23.85,13.012
23.618,13.758
23.561,14.7
24.08,16.313
24.379,16.73
25.134,17.479
25.513,17.836
27.297,18.874
30.759,20.012
32.283,20.513
