NaN,2.5844,NaN,-1.6241,NaN,-1.9203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.85168,NaN,-1.9411,NaN,-2.7605,2.4258,2.4324,2.0283,2.0534,1.5218,NaN,NaN,NaN,0
NaN,0.58905,NaN,NaN,NaN,NaN,NaN,2.2925,2.8049,2.0972,1.5973,0.27127,NaN,NaN,NaN,0
NaN,NaN,-0.2621,-0.29536,NaN,-0.37737,-0.84344,-2.5389,-2.4398,1.6387,0.60076,0.21174,-1.8726,NaN,NaN,0
NaN,-0.022775,-0.26909,NaN,NaN,-0.95246,-0.72064,-2.6943,-2.3058,-2.5564,-0.84047,-0.8687,-1.1066,-1.618,NaN,0
NaN,-0.55196,NaN,NaN,-0.10058,-1.0156,1.187,-1.8624,-1.1543,-1.293,-0.99078,-0.88478,-1.1025,-1.1642,NaN,0
NaN,NaN,-0.95384,NaN,0.57361,0.94248,1.3125,1.1306,-0.63543,-1.3955,-1.0605,-0.57236,-0.61998,-0.6342,NaN,0
NaN,-2.0366,NaN,-1.7059,0.89831,0.71685,0.83842,0.48457,0.044721,-0.45766,-0.36411,NaN,-0.84338,-2.1112,NaN,0
NaN,NaN,-2.9448,0.9358,0.92406,0.73838,0.56994,0.29541,0.24182,0.58438,0.79915,1.4903,2.2163,NaN,NaN,0
NaN,-2.9386,2.4692,1.4113,0.61007,NaN,-0.087207,-0.56964,-0.41152,0.21072,1.0523,0.5512,0.31259,NaN,NaN,0
2.0886,2.7772,2.6502,0.90331,0.66763,0.35419,-0.24033,-0.89608,-2.0346,-0.32822,1.259,-0.14213,-1.6141,NaN,2.5651,0
NaN,2.804,-2.8638,2.4405,0.98888,0.21734,-0.67522,-1.2035,-2.5588,NaN,1.864,NaN,-0.96264,NaN,NaN,0
NaN,2.3029,3.1223,2.7759,2.2546,0.37664,-0.72306,-2.0342,-2.4342,NaN,-3.0799,NaN,NaN,NaN,NaN,0
0.19882,NaN,NaN,NaN,-1.8494,-1.1789,-1.2512,-2.224,-2.399,2.9708,3.0819,2.8701,NaN,NaN,NaN,0
0.91085,NaN,NaN,NaN,NaN,-0.46202,NaN,NaN,NaN,NaN,-2.8987,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.44654,NaN,-0.80192,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
