NaN,-1.947,NaN,NaN,NaN,NaN,NaN,2.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,-2.2169,NaN,-1.421,NaN,-3.0635,NaN,-3.1403,2.5886,NaN,1.7573,NaN,NaN,NaN,0
NaN,NaN,-1.7661,NaN,NaN,NaN,NaN,-2.6241,NaN,2.3208,2.2102,1.2815,NaN,NaN,NaN,0
NaN,NaN,-1.6356,NaN,-1.9176,-1.4796,-1.6327,-0.76329,-2.3437,2.472,2.5767,1.6979,2.0255,NaN,NaN,0
NaN,-0.21768,-0.54676,NaN,NaN,-1.3199,-0.071084,0.43903,0.16264,-2.5295,-2.858,-3.0946,-3.0016,-1.0552,NaN,0
NaN,NaN,NaN,-0.81746,-0.99983,-1.1648,-0.64953,-0.38538,0.45379,2.6533,-2.8948,-2.7894,-2.5268,-2.0183,NaN,0
NaN,NaN,-2.167,NaN,-1.5548,-1.2125,-0.65554,-0.7195,0.022517,0.74856,0.82805,1.0054,-1.1582,-0.67971,NaN,0
NaN,-1.2968,-2.5455,-2.944,-2.0806,-1.4845,-1.0371,-1.1607,NaN,1.6895,1.9039,1.9973,3.0318,2.697,NaN,0
NaN,2.5633,2.8168,2.4602,2.6798,2.7414,-0.64717,-1.9116,-2.1347,-3.0714,1.525,2.1023,2.3157,NaN,NaN,0
NaN,-2.3041,-2.855,2.2405,1.9973,2.5578,-2.5299,NaN,-2.6007,-2.4805,3.0171,-2.5731,2.9373,NaN,NaN,0
-2.1083,-2.1943,0.47758,1.7688,2.0049,2.8819,-2.6044,-1.4017,-1.8892,-1.4973,1.8656,2.1703,2.7979,NaN,-2.5906,0
NaN,-0.99558,-0.33428,2.6723,2.857,-2.9202,-2.2999,-1.1804,-1.5048,NaN,2.5244,NaN,-2.8078,NaN,NaN,0
NaN,1.7362,-0.093556,3.1302,-2.5547,-2.4112,NaN,-1.7168,NaN,NaN,-3.1043,NaN,NaN,NaN,NaN,0
-1.7776,NaN,NaN,NaN,-2.715,-2.7058,-2.4856,-2.158,-2.4339,-2.8248,-2.9023,-2.746,NaN,NaN,NaN,0
-2.4174,NaN,NaN,NaN,NaN,2.9945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,1.8761,1.7912,NaN,1.4331,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
