NaN,-1.0531,NaN,NaN,NaN,NaN,NaN,2.1425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-1.8523,-1.8523,NaN,NaN,2.5458,2.8663,2.2593,2.4649,1.7359,NaN,2.3218,NaN,NaN,NaN,0
NaN,NaN,-2.426,NaN,NaN,NaN,NaN,1.8853,2.0074,1.1507,1.7039,0.18906,NaN,NaN,NaN,0
NaN,NaN,-2.0917,NaN,NaN,-2.5279,-1.999,-0.89895,0.55909,0.78315,0.68529,0.45019,0.75238,NaN,NaN,0
NaN,-0.81402,-0.81402,NaN,NaN,-2.5886,-0.15302,0.47161,0.043136,0.26782,-0.42937,-0.59235,-0.65548,-0.38534,NaN,0
NaN,-0.89546,NaN,NaN,-1.0729,-1.8345,0.44996,0.21355,-0.53533,-0.24916,-0.96394,-2.6681,-2.3484,2.3105,NaN,0
NaN,NaN,-0.68697,NaN,-1.1573,2.623,2.0226,2.0796,-1.1532,-0.90771,-1.1756,-1.4625,-1.7761,NaN,NaN,0
NaN,-0.18965,NaN,0.16728,1.4826,1.9842,-2.7667,-2.3903,NaN,NaN,0.4963,0.50417,-1.9276,-2.6458,NaN,0
NaN,NaN,-3.0613,1.0709,1.4652,NaN,-2.0229,-2.3794,-2.7989,0.91343,0.4785,0.22062,NaN,NaN,NaN,0
NaN,-1.7155,0.50748,1.1719,1.6309,NaN,-1.7098,-1.7808,-2.7123,-2.5308,0.63589,0.85085,1.431,NaN,NaN,0
-1.9145,-1.2871,0.050149,1.1271,1.7149,1.6345,0.75702,-0.47509,-2.9221,-2.4188,1.1178,1.6435,2.059,NaN,-2.4272,0
NaN,-0.21597,-0.085257,0.47745,2.4921,2.6717,1.4965,-1.0342,2.6928,2.6155,1.5397,NaN,NaN,NaN,NaN,0
NaN,0.44286,0.032803,-2.1317,2.9736,3.0267,1.4477,-2.2142,-2.7554,NaN,2.0016,1.9057,NaN,NaN,NaN,0
-0.43991,NaN,NaN,NaN,-2.8389,-2.6814,-2.5734,-2.2939,-2.485,2.995,2.6464,2.1519,NaN,NaN,NaN,0
-1.9556,NaN,NaN,NaN,NaN,-2.8624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.57923,1.0229,0.46232,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
