-5.0311,1.6297
19.62,26.249
14.455,25.654
13.391,25.193
12.248,24.698
19.193,2.7818
18.278,2.8126
18.113,2.8181
16.954,2.8571
-30.723,-15.118
-30.988,-15.614
-33.179,-19.714
-34.078,-21.394
-35.798,-24.612
-35.602,-36.968
-34.543,-36.506
-29.894,-33.613
9.3399,2
9.4233,2.4041
12.205,-5.6334
13.921,-7.4456
14.158,-7.6822
-14.121,-4.8346
-14.583,-4.3531
-14.675,-4.2564
-15.731,-3.1559
-18.804,-0.52047
-19.817,0.20478
-22.5,2.139
-22.48,2.1632
-25.917,32.763
-25.397,32.224
-24.938,31.748
-21.599,28.291
-14.033,21.68
-10.696,17.764
-8.0061,14.608
-6.8615,13.265
-15.351,-22.491
-15.733,-22.675
-16.171,-22.885
-18.565,-24.036
-19.384,-24.43
-30.654,-14.289
-32.714,-17.25
0.79408,-11.564
22.517,-26.177
22.86,-26.41
31.563,-31.041
1.4409,-7.4977
-22.13,2.9214
-13.571,4.7749
-5.4395,6.5354
24.706,9.1572
9.0309,-4.0029
15.327,10.383
18.055,26.756
12.399,24.764
10.499,23.941
10.041,23.742
-37.091,-27.032
-37.565,-36.912
-32.359,-35.146
-30.807,-34.181
8.4679,-2.2253
9.2566,1.5962
13.452,-6.9779
13.745,-7.2706
-22.488,2.1521
-26.609,33.479
-25.743,32.582
-22.691,29.422
-22.059,28.767
-21.368,28.052
-15.059,22.883
-14.843,22.63
-14.465,22.187
-11.387,-20.586
-13.779,-21.735
-14.08,-21.88
-14.676,-22.167
-19.536,-24.503
-31.48,-15.477
-33.186,-17.928
27.617,-28.742
-14.943,4.4779
-13,4.8985
-12.761,4.9504
-12.032,5.1081
-11.221,5.2838
22.058,14.178
24.774,11.981
24.595,8.9347
23.486,7.5972
-7.2452,0.15998
-6.0867,0.97662
15.976,26.313
1.9508,19.063
-32.048,-17.597
-33.257,-19.859
-33.884,-21.031
-33.343,-35.759
-31.018,-34.312
8.7357,-0.92751
9.5915,3.2191
9.9615,-3.8172
12.125,-5.5107
12.14,-5.5341
13.805,-7.3301
14.569,-8.0927
16.048,-26.199
-9.4505,-9.4127
-26.667,33.539
-26.09,32.941
-21.423,28.108
-10.643,16.944
-14.141,21.806
-13.571,21.137
-33.14,-17.863
-40.336,-28.549
-37.458,-20.428
23.862,-26.993
24.69,-27.379
-6.8324,6.2339
1.9217,8.1291
-7.5007,0.003439
13.688,25.322
-34.117,-21.468
-36.939,-26.747
-37.403,-27.614
-37.171,-37.013
-35.76,-37.004
-35.521,-36.946
-12.57,-6.4516
-16.361,-2.4993
-27.36,34.257
-21.129,27.804
-26.193,25.838
-4.6322,-15.641
-32.902,-17.52
33.711,-32.3
-12.838,4.9336
25.025,10.44
24.12,8.2614
-7.7546,-0.18391
-2.5945,1.7571
-31.379,-16.346
-33.22,-19.789
-34.471,-36.461
