NaN,-1.8961,-1.1843,3.0414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,3.0414,2.854,2.9294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1013,NaN,2.7285,1.9751,-1.5797,NaN,0
NaN,NaN,NaN,NaN,NaN,2.6734,2.83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0306,-1.6995,-1.7278,2.9529,2.7285,NaN,NaN,2.7586,0
0.49522,0.49522,NaN,NaN,NaN,NaN,3.1389,-3.1415,-2.5643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.46,NaN,NaN,-2.3729,NaN,NaN,NaN,NaN,NaN,NaN,0
-0.014545,2.4659,NaN,NaN,NaN,NaN,NaN,NaN,-2.5643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9073,-2.4655,NaN,NaN,NaN,-1.6524,NaN,1.7415,1.7415,0
-1.6115,-1.5698,-1.3288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6464,NaN,NaN,1.0393,1.3709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-2.0176,-0.8287,NaN,NaN,NaN,NaN,NaN,NaN,-1.8106,-2.4146,-2.8004,-3.0519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.6755,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,-0.15235,NaN,NaN,NaN,NaN,NaN,-1.8106,NaN,-2.653,-2.7603,-1.5611,-0.54717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.6755,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,2.3495,-1.5204,-1.4299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.0738,-0.40733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.80515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,-2.3862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25524,0.99171,NaN,NaN,NaN,NaN,NaN,2.311,NaN,NaN,NaN,NaN,-2.786,NaN,2.1116,NaN,NaN,0.80515,0.80515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,2.8256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9214,NaN,NaN,0.60361,0.4542,0.63714,1.5282,NaN,NaN,NaN,-2.4176,NaN,2.6498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,2.39,2.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.26763,NaN,NaN,NaN,NaN,-2.6141,NaN,-1.0912,2.3251,NaN,NaN,NaN,NaN,NaN,-1.989,NaN,NaN,2.1285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9312,-1.9876,0.02522,NaN,1.5849,NaN,NaN,NaN,NaN,NaN,NaN,-2.5096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,-0.21427,-0.21427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.3481,-1.8285,NaN,-2.0776,-2.3064,NaN,2.7086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,-0.21427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.13534,NaN,NaN,-2.7417,NaN,-2.2299,-2.4339,-2.7244,2.9143,NaN,NaN,NaN,-2.0332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9114,NaN,NaN,-0.95021,NaN,NaN,1.537,0.67151,NaN,NaN,NaN,NaN,NaN,-2.4982,-3.0055,NaN,0.69924,NaN,-1.604,-1.8308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,1.8232,2.6613,2.5233,NaN,NaN,NaN,-0.43387,0.30653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2306,0.66667,-0.77746,-1.3699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5493,NaN,NaN,0.63035,0.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4291,0.44867,-1.1768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3.0665,-2.8095,-2.8528,2.6379,1.3412,0.97239,NaN,NaN,NaN,1.4578,NaN,NaN,NaN,NaN,-3.0522,2.2266,NaN,0.32344,NaN,NaN,-0.60063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.621,-2.805,2.315,1.5715,NaN,NaN,NaN,NaN,NaN,1.8674,2.9479,-1.8562,NaN,NaN,NaN,NaN,-1.0369,-0.38511,-0.020237,NaN,-0.48274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8413,2.3343,1.6391,2.3595,2.7259,2.8448,2.0998,NaN,2.4312,NaN,NaN,2.928,2.5965,-2.5536,-1.8331,NaN,-0.13069,0.1299,0.1263,-1.4098,-1.5827,-1.0838,NaN,-0.60194,-0.60194,NaN,1.1622,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25839,NaN,NaN,NaN,2.7259,2.8448,NaN,1.4107,1.733,NaN,1.8429,2.7242,0.12842,NaN,-1.9533,NaN,NaN,NaN,NaN,-0.89565,-0.6524,-0.56001,NaN,NaN,NaN,NaN,NaN,NaN,-0.041816,NaN,NaN,NaN,NaN,0
