NaN,0.54226,NaN,NaN,NaN,NaN,NaN,NaN,5.5511e-17,NaN,1.1102e-16,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,1.1102e-16,NaN,5.5511e-17,NaN,5.5511e-17,NaN,NaN,NaN,0.49323,NaN,NaN,NaN,0
NaN,NaN,0,NaN,NaN,NaN,3.7007e-17,NaN,NaN,NaN,0.26986,0.3259,0.47732,NaN,NaN,NaN,0
NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,0.17115,0.23151,0.35712,0.46737,0.42499,0.41544,NaN,0
NaN,NaN,NaN,5.5511e-17,NaN,NaN,NaN,0.14334,0.070919,0.21754,0.22738,NaN,NaN,0.25209,0.3274,NaN,0
NaN,3.7007e-17,2.7756e-17,NaN,NaN,NaN,NaN,0.18336,NaN,0.31285,0.32618,NaN,0.16716,0.031146,NaN,NaN,0
NaN,NaN,4.4409e-17,NaN,NaN,3.7007e-17,NaN,0.21789,0.14482,NaN,NaN,0.37981,NaN,NaN,0.13127,NaN,0
NaN,NaN,2.7756e-17,3.7007e-17,4.7581e-17,0.043516,NaN,0.28345,NaN,0.08283,0.12734,NaN,NaN,0.24808,0.30072,NaN,0
NaN,NaN,NaN,3.1721e-17,4.7581e-17,0.038638,0.13124,NaN,NaN,0.12683,NaN,NaN,0.17438,0.24808,NaN,NaN,0
NaN,NaN,0.15928,NaN,0.22611,NaN,0.22318,NaN,NaN,NaN,0.2533,NaN,0.17438,NaN,NaN,NaN,0
NaN,0.095754,0.26615,0.2956,NaN,0.25745,0.17649,NaN,NaN,0.50661,NaN,0.17028,NaN,NaN,0,NaN,0
NaN,NaN,NaN,0.35663,0.57861,0.40914,0.28149,0.010958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.35879,NaN,NaN,0.39324,NaN,NaN,NaN,0,NaN,0.2878,0.18945,0.00018326,NaN,NaN,0
0.17887,0.13313,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.17887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
