NaN,0.77927,NaN,NaN,NaN,NaN,NaN,0.16915,0.098283,NaN,0.10032,NaN,0.29306,NaN,NaN,NaN,0
NaN,NaN,NaN,0.30368,0.30368,0.30241,0.24636,NaN,0.15375,0.24273,NaN,0.47608,0.47789,NaN,NaN,NaN,0
NaN,5.5511e-17,0.18653,NaN,NaN,NaN,0.19662,NaN,0.13289,0.32784,0.462,0.69181,0.70297,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.30139,0.22484,0.27371,NaN,0.58179,0.64344,0.70337,0.67693,0.67523,0.66633,NaN,0
NaN,0.331,0.35342,0.29908,NaN,NaN,NaN,NaN,0.42813,0.56767,0.61094,0.56223,0.58542,0.6306,0.74853,NaN,0
NaN,0.26386,0.29403,NaN,0.10881,NaN,NaN,0.63023,0.65188,0.65732,0.66364,0.52657,0.44422,0.52969,0.61413,NaN,0
NaN,0.10646,NaN,NaN,0.36882,0.33135,NaN,0.62557,0.54556,0.41059,NaN,NaN,0.47753,0.60331,0.56805,NaN,0
NaN,0.072696,0.26746,0.44354,0.53487,0.54703,0.68541,0.68102,0.54629,0.28717,0.15052,NaN,NaN,0.58035,0.4656,0.60951,0
NaN,NaN,0.41904,0.61956,0.68413,0.69304,0.67318,0.53406,0.37614,0.18088,0.14824,0.21683,0.3202,0.49034,0.41903,NaN,0
0.1918,0.38891,0.58836,0.70499,0.68308,0.71287,0.66479,0.46929,0.38425,NaN,0.33876,0.29093,0.34353,NaN,0.44727,NaN,0
0.15272,0.39874,0.62683,0.80795,0.75771,0.74202,0.66132,0.44352,0.34533,0.21446,0.38597,0.30013,NaN,NaN,NaN,0.32685,0
NaN,0.48455,0.62842,0.8105,0.82744,0.72865,0.68559,0.46885,0.40135,NaN,NaN,0.30032,NaN,NaN,NaN,NaN,0
NaN,0.54561,0.63289,NaN,NaN,0.61181,0.47489,NaN,0.21013,0.11026,0.063879,0.19717,0.33237,NaN,NaN,NaN,0
0.55286,0.61238,NaN,NaN,NaN,NaN,0.24666,0.20294,NaN,0.13313,0.076801,NaN,NaN,NaN,NaN,NaN,0
NaN,0.63708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
