NaN,1.1102e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1102e-16,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,1.1102e-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12941,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.38605,NaN,NaN,0,NaN,NaN,0.12941,0.28077,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.23153,0.44179,0.56594,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0.13426,NaN,NaN,5.5511e-17,NaN,0.27115,NaN,NaN,0
NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,0.13426,NaN,NaN,NaN,2.7756e-17,3.7007e-17,NaN,0
NaN,NaN,NaN,NaN,NaN,5.5511e-17,3.7007e-17,5.5511e-17,NaN,NaN,NaN,5.5511e-17,3.7007e-17,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0
NaN,NaN,NaN,NaN,0.45308,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0
NaN,NaN,NaN,NaN,0.29251,NaN,NaN,NaN,NaN,NaN,0.39176,NaN,NaN,NaN,NaN,NaN,0
NaN,0.039291,0.026188,NaN,NaN,0.63845,NaN,NaN,NaN,0.39176,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,0.24046,0.41637,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,0
NaN,0.23523,0.23523,NaN,NaN,0.83659,NaN,0,0,0,NaN,3.7007e-17,NaN,NaN,NaN,NaN,0
0.30518,0.23523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,5.5511e-17,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
