NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.41575,0.42609,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.31099,0.46247,NaN,0.31678,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33817,0.14405,0.43265,0.27538,0.429,NaN,0.51849,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34906,0.2329,0.40016,NaN,0.33769,0.14569,0.27784,0.19839,0.30209,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28669,0.20861,0.34906,0.25773,0.43284,0.24474,0.40167,NaN,0.40519,0.32248,0.30771,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.27929,0.22871,NaN,NaN,NaN,0.42696,0.3827,NaN,NaN,0.34325,0.2549,0.12428,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.48986,0.31038,NaN,NaN,NaN,0.26254,NaN,0.63558,NaN,NaN,0.53208,0.45642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,0.634,0.59378,NaN,NaN,NaN,0.4088,0.29412,NaN,NaN,0.3816,NaN,0.27058,0.31659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.37607,0.53803,0.6077,0.57507,NaN,NaN,0.54854,NaN,NaN,NaN,NaN,0.40127,0.40859,0.38758,0.41115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.4043,0.45906,NaN,0.47906,0.41202,0.37346,0.39817,NaN,NaN,NaN,NaN,NaN,0.34673,0.36116,0.38474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.50833,0.53095,NaN,NaN,0.34475,0.3586,0.29554,NaN,NaN,NaN,NaN,NaN,NaN,0.5853,0.58339,0.63486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.61046,0.57475,NaN,0.3279,0.36051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.61972,0.6367,0.65039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.70909,0.64666,0.52924,0.39573,0.43356,NaN,0.6858,0.48554,0.4217,0.3782,0.34924,0.3251,0.38939,0.64271,0.71344,0.64484,0.47492,0.29358,0.38774,0.44996,0.52148,0.53091,NaN,0
0.55254,0.5817,0.60848,0.53105,0.43975,0.50222,0.48479,0.49227,0.34825,0.40666,0.42515,0.37218,0.23085,NaN,0.54269,0.61826,0.59479,0.37101,0.26088,NaN,NaN,NaN,NaN,NaN,0
0.38135,0.41106,NaN,NaN,NaN,NaN,NaN,0.51725,0.39916,0.44184,0.46868,NaN,0.21737,0.095568,0.36661,0.47597,0.48241,NaN,0.089381,0.089381,0.029907,NaN,NaN,NaN,0
0.18828,0.18828,NaN,NaN,NaN,NaN,NaN,NaN,0.13548,NaN,0.36069,0.36469,0.24705,NaN,NaN,0.29128,0.37153,NaN,NaN,NaN,NaN,0.20058,NaN,NaN,0
0.16379,0.16379,NaN,NaN,NaN,NaN,NaN,NaN,0.19002,0.2528,0.38711,NaN,0.4412,NaN,NaN,0.29984,0.3799,0.39657,NaN,0.26047,0.2029,0.37597,0.3993,NaN,0
0.22137,0.22137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42087,0.50966,0.51888,0.48009,0.4654,0.4052,0.4169,NaN,0.35015,0.31365,NaN,NaN,0.31517,NaN,0
0.31053,0.31053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42969,0.40587,0.40578,0.51464,0.53632,0.51145,NaN,0.37864,0.34474,0.15281,0.25492,0.25218,NaN,0
0.30263,0.30263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36944,0.50815,0.57335,0.6006,0.458,0.46417,NaN,NaN,0.16895,0.16895,NaN,NaN,0
0.24016,0.24016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.60243,0.64513,0.5132,0.44349,NaN,0.29415,0.25606,0.15144,0.31154,NaN,0
0.17337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6611,0.53396,0.50504,0.37216,0.40293,NaN,NaN,0.2445,0.19121,0
0.28847,0.28847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.76755,0.63055,0.57979,0.45915,0.51295,0.30154,0.12693,0.19121,NaN,0
0.35257,0.35257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.77532,0.64263,0.57905,0.46604,0.5256,NaN,NaN,NaN,NaN,0
NaN,0.49229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5449,0.55446,NaN,NaN,NaN,0
NaN,0.6971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
