NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0,0,0,0,NaN,0.21134,0.21134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.21134,NaN,NaN,0.50686,0.57635,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13608,NaN,0.32721,0.50686,0.57635,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.13608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,0.20543,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.27191,NaN,1.1102e-16,NaN,NaN,NaN,0
NaN,1.1102e-16,NaN,NaN,NaN,0.53903,NaN,NaN,NaN,NaN,0.27202,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.53903,NaN,NaN,NaN,NaN,0.27202,NaN,NaN,NaN,NaN,NaN,0
5.5511e-17,NaN,NaN,NaN,NaN,NaN,NaN,0.31063,0.017078,NaN,0.26119,NaN,NaN,NaN,NaN,NaN,0
0.0013772,NaN,NaN,NaN,NaN,NaN,0.21875,NaN,NaN,NaN,0.40176,NaN,NaN,NaN,NaN,NaN,0
0.0020658,NaN,NaN,NaN,NaN,0.50645,NaN,0.29861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.62458,0.71209,0.70144,0.4201,0.23309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.32267,NaN,NaN,NaN,0.50938,0.33447,2.7756e-17,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.30739,0.30739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.22127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
