NaN,-2.6902,3.0873,2.6269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
-2.7907,NaN,NaN,NaN,1.6416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
-2.1229,NaN,NaN,NaN,NaN,1.0993,0.53915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
-2.0668,NaN,NaN,NaN,NaN,NaN,0.63113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-1.1142,NaN,NaN,NaN,NaN,NaN,1.137,0.93065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-0.84907,-0.84907,NaN,NaN,NaN,NaN,NaN,NaN,1.7102,2.5225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5225,-3.1404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.4428,-0.024415,NaN,0
NaN,NaN,1.4893,1.4893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.2616,-1.8802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0131,-1.7208,NaN,NaN,-0.63315,0
NaN,NaN,NaN,1.5104,NaN,NaN,NaN,NaN,NaN,NaN,1.2056,1.2059,NaN,-1.2694,-1.4275,-1.8213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.9685,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,0.87203,NaN,NaN,NaN,NaN,NaN,1.0513,NaN,0.28529,-0.42896,NaN,-1.2825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.34784,NaN,NaN,NaN,-2.8646,NaN,0
NaN,NaN,NaN,NaN,1.0804,NaN,NaN,NaN,NaN,0.42362,NaN,NaN,NaN,-0.01542,-0.23607,NaN,2.4506,1.9441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.9659,-0.95158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0772,NaN,NaN,NaN,-2.9176,NaN,NaN,0
NaN,NaN,NaN,NaN,-3.0034,NaN,NaN,NaN,NaN,0.47096,NaN,NaN,NaN,NaN,NaN,0.043694,NaN,NaN,0.67142,NaN,NaN,NaN,NaN,NaN,-2.319,-1.6287,NaN,NaN,-1.5157,NaN,NaN,NaN,NaN,NaN,1.2274,1.5703,1.295,1.726,2.4814,NaN,NaN,NaN,0
