NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.24954,-0.27308,-0.98046,-0.89072,-0.076634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.56114,0.6234,NaN,NaN,-1.2698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.1046,-2.2903,-0.23232,NaN,NaN,NaN,NaN,-2.3003,-2.5109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,-1.9605,-1.9605,NaN,2.7801,-2.6401,-2.1157,-0.78638,-0.85971,-0.82652,-1.3987,-0.34475,NaN,NaN,NaN,NaN,-2.066,-2.066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,3.1027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.79264,-0.98817,-1.9071,-1.9479,-2.5016,-2.2355,NaN,NaN,NaN,-2.8147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
-3.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1949,-1.412,-0.9816,-1.1643,-1.958,-2.4675,-2.0887,NaN,NaN,-2.9572,-2.9572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
-2.5602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2259,-2.1365,-2.1208,NaN,-1.0193,-1.4214,-2.6607,NaN,-2.797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-2.17,NaN,NaN,1.712,2.1597,1.9423,1.6298,NaN,2.8529,NaN,-0.4171,-0.098864,-0.52232,NaN,-2.4004,-2.8028,-1.9932,-1.9023,NaN,-1.8763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,-0.97717,-0.57552,NaN,2.4711,NaN,1.2057,2.0275,NaN,2.5065,NaN,NaN,1.4895,-2.8967,-2.5957,NaN,NaN,-1.779,-1.3658,-1.6009,-1.5985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,-0.9612,-0.7561,1.2295,NaN,NaN,NaN,1.7293,2.1082,2.0861,2.3659,NaN,NaN,-1.6878,-1.0264,NaN,NaN,-0.85266,NaN,-1.1912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-1.6258,-0.80803,NaN,NaN,-2.9915,-0.9301,-0.66794,0.49148,0.82334,1.8508,2.7379,NaN,NaN,0.39909,1.1135,NaN,NaN,1.0772,1.1151,1.4725,1.2772,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
2.6732,NaN,NaN,NaN,-2.5287,-2.1192,-2.4,-2.5698,-2.3324,NaN,-0.66675,-2.1991,-2.8402,NaN,NaN,NaN,0.70211,1.3054,0.46765,NaN,1.9351,1.253,0.59924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,2.0011,2.3734,NaN,NaN,-1.9242,NaN,-1.0114,-0.63682,-0.010852,-0.22751,-0.62303,NaN,3.0838,2.4318,1.3824,0.4885,1.1716,2.1925,NaN,NaN,NaN,0.16205,-0.25453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,-2.2101,-2.7149,-2.211,-0.31824,-1.6658,-1.0671,-1.2173,-0.25861,NaN,-1.0718,NaN,NaN,1.3131,-0.74783,0.014307,-0.18719,NaN,NaN,NaN,-0.48112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,2.7851,NaN,0.18737,-1.0759,-0.25793,-0.83187,0.55092,-0.17203,NaN,-0.059726,NaN,2.682,-3.052,-0.14124,NaN,0.91522,2.128,NaN,NaN,NaN,2.4228,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,-2.8834,-2.8834,NaN,NaN,-2.5001,-0.69649,-2.1188,NaN,1.7406,0.62204,0.90578,NaN,-2.5018,-1.9861,NaN,0.41267,0.74151,0.29618,-2.4907,NaN,NaN,2.7272,1.5539,0.62422,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,1.3705,NaN,NaN,1.5265,-2.9537,-3.1228,-1.812,NaN,1.6806,1.4007,NaN,0.63461,0.88243,1.7326,1.0561,0.81933,0.7378,0.99465,-3.0369,-2.1633,NaN,2.4609,NaN,1.5051,NaN,NaN,NaN,NaN,0
NaN,NaN,-0.82929,NaN,NaN,NaN,NaN,2.7564,-2.869,-2.358,NaN,NaN,NaN,NaN,-0.17246,0.56957,-1.25,-2.634,0.48713,0.78227,0.68826,-3.1322,-1.8192,3.1242,2.3754,2.0515,1.569,0.99222,1.0717,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,2.4285,NaN,1.9409,1.9271,3.1058,NaN,3.0848,-2.8918,0.11158,-0.047749,1.0071,NaN,1.1861,-0.57338,0.22476,1.227,1.851,NaN,-0.26353,1.6356,1.7781,NaN,1.7623,-2.6831,NaN,NaN,0
NaN,-2.2835,NaN,NaN,NaN,2.1519,NaN,NaN,-2.7018,NaN,NaN,3.0598,NaN,NaN,-1.147,2.1326,2.432,1.1131,-0.35915,0.27522,-0.84955,-0.29961,-1.231,-0.65643,0.7102,1.3963,0.84605,-0.95857,-1.5332,2.3592,NaN,0
-1.8236,NaN,NaN,NaN,1.5847,NaN,NaN,NaN,1.1402,NaN,NaN,2.9524,NaN,NaN,NaN,2.8164,1.1182,0.73321,NaN,0.53314,NaN,NaN,-0.79529,-0.6105,-0.26481,0.32977,1.0547,1.8869,1.5747,1.5079,1.1476,0
NaN,-1.1485,-0.42451,0.86483,NaN,NaN,NaN,NaN,1.1556,1.1556,NaN,NaN,-2.9313,NaN,-2.6136,NaN,NaN,1.6369,NaN,2.8014,2.2546,NaN,-0.085924,-0.3294,-0.39958,-1.0886,-0.12732,-0.34945,0.87068,1.0628,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.5615,-2.961,NaN,2.4164,0.39528,2.4348,0.47196,3.0961,1.914,NaN,0.59272,NaN,-0.1442,-1.0759,-0.44291,0.25695,0.48278,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
