NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.56664,-0.21965,-0.075975,NaN,2.5819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9405,2.0912,NaN,NaN,-0.075975,NaN,-2.5358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.93138,2.55,2.0107,NaN,NaN,NaN,NaN,NaN,-2.2508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,2.0658,-1.1959,NaN,1.2181,NaN,-1.4592,-1.3173,-1.84,-1.4855,2.5691,1.0971,NaN,NaN,NaN,NaN,-1.9456,-1.9456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,1.2003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6965,-1.9031,-2.3882,-1.5778,-2.2754,-2.005,NaN,NaN,NaN,-2.2568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
-1.9148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.351,-2.1845,-2.322,-1.8144,-0.64924,-1.3642,-1.1802,NaN,NaN,NaN,-2.7178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0.17142,NaN,NaN,NaN,NaN,NaN,NaN,-1.1608,NaN,-0.51939,-2.1745,NaN,-1.7665,NaN,-1.8993,NaN,-1.3379,-1.1081,NaN,-2.6315,3.1231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
-0.070432,NaN,NaN,NaN,2.0131,1.6424,2.0234,1.922,NaN,-2.3161,NaN,-1.7999,-1.4745,-0.47073,NaN,0.62684,NaN,-1.6682,-2.2307,NaN,-1.4254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,-2.3609,2.403,2.004,1.807,NaN,1.4154,2.0995,2.6502,2.8979,NaN,NaN,NaN,-1.1947,0.12321,NaN,NaN,-1.7445,-0.72448,-0.77,-0.83996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,2.8749,1.9163,NaN,NaN,NaN,2.555,2.3361,1.7809,1.3793,NaN,NaN,-0.40428,-0.70606,NaN,NaN,-0.24501,NaN,-0.6307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,-0.72386,-1.3284,-2.4753,2.691,1.8848,1.8769,NaN,NaN,-1.4316,NaN,0.61485,NaN,0.5481,0.62007,2.2479,1.4647,-1.1821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
2.0329,2.3764,NaN,-2.5957,-2.7305,NaN,-1.0871,NaN,-2.3313,-3.0673,NaN,1.4391,1.9829,NaN,NaN,NaN,1.7712,1.7538,NaN,NaN,2.7257,1.5352,-0.49099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,2.3764,2.8339,-2.7229,NaN,-1.8537,-1.0681,-1.7884,-2.152,-2.9014,0.299,1.4901,NaN,2.8577,2.6871,2.1346,2.3076,2.7906,-2.211,NaN,NaN,NaN,-1.0996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,-2.4022,NaN,-2.4923,-1.88,-2.318,-2.0574,-2.4629,-0.58811,NaN,NaN,NaN,NaN,2.2323,2.8754,-2.5818,-1.5252,NaN,NaN,NaN,-1.4504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,3.1183,-2.9683,-2.8608,-2.7029,-0.15077,NaN,NaN,0.7338,NaN,NaN,-2.8581,-2.6814,NaN,0.12417,1.1993,NaN,NaN,-2.692,2.6028,2.0131,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,-0.68396,-0.68396,NaN,NaN,2.9462,-3.0207,-2.9963,NaN,2.0034,1.6975,NaN,NaN,2.5617,-2.438,NaN,-1.8337,-1.524,-0.91924,-2.8766,NaN,NaN,2.3845,1.7488,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,-0.32701,NaN,NaN,2.3117,2.0556,2.7497,2.5628,NaN,1.7651,1.8737,1.8513,1.1391,-0.49379,-2.4947,-2.467,-2.6089,-2.0633,-2.4704,NaN,-2.1389,NaN,2.1215,NaN,2.1962,NaN,NaN,NaN,NaN,0
NaN,NaN,-0.49588,NaN,NaN,NaN,NaN,NaN,2.2354,1.9409,NaN,NaN,NaN,NaN,NaN,0.49827,NaN,-2.5261,-2.1811,-1.7477,-1.2566,2.9414,-2.4702,2.905,2.7357,2.1693,2.545,1.8149,NaN,NaN,NaN,0
NaN,-0.14218,-0.14218,NaN,NaN,2.4285,NaN,0.056,0.72894,0.8309,1.1121,0.40988,NaN,0.49577,-0.1457,NaN,2.3759,-2.906,-1.4031,-1.3467,NaN,-2.0973,-1.8682,3.0669,2.1641,2.1319,NaN,2.5172,2.7443,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,2.2777,NaN,NaN,1.0483,NaN,NaN,NaN,1.0404,0.49577,NaN,2.74,2.4392,2.2551,0.18116,-0.62953,-0.40552,-1.6309,-1.5775,-2.2877,-1.5696,-2.3963,-1.2294,3.0166,2.2254,2.178,NaN,0
-1.0566,NaN,NaN,NaN,2.6352,NaN,NaN,NaN,0.45603,NaN,NaN,-3.0736,NaN,NaN,NaN,-2.6336,-3.0517,1.8124,0.3187,-0.32717,NaN,-0.62371,-0.16689,-1.3838,-0.53162,-1.7467,-1.7596,3.0779,2.0054,1.181,1.2028,0
NaN,-0.54762,-1.372,0.05554,NaN,NaN,NaN,NaN,NaN,1.0634,NaN,NaN,2.6479,1.3599,NaN,-2.9416,NaN,1.1217,NaN,NaN,-0.14373,NaN,-0.22873,-1.3429,-1.2513,-1.7374,-1.2047,-2.8749,1.0813,0.75451,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.032,1.3599,2.8431,-2.4429,-2.1024,-1.5002,1.735,3.1039,2.9604,-1.5125,NaN,1.4983,NaN,-2.0685,-1.7027,2.476,0.67929,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
