259	5.4129	-8.9817	-1.8094
544	4.8284	-8.9817	-1.8094
684	3.6869	-8.9817	-1.8094
959	5.3048	-8.9817	-1.8095
1344	0.17684	-8.6428	-1.2228
2066	2.6083	-6.0109	1.1901
2283	1.9409	-5.1732	1.8669
2412	4.1466	-4.6069	2.3244
2728	3.6936	-3.2979	3.1912
2802	4.0833	-2.9738	3.366
3127	4.1522	-1.5267	4.0819
3162	3.967	-1.3606	4.1356
3672	5.4008	0.956	5.1322
4003	6.0464	2.034	6.3542
4140	0.78918	2.3465	6.9602
4472	1.0978	2.9021	8.5078
4714	5.645	3.0629	9.7029
5068	4.2511	3.036	10.501
5108	5.7304	3.0359	10.501
5132	3.7187	3.0359	10.501
5215	4.6746	3.0358	10.499
5495	1.5144	3.1499	11.257
5595	2.2587	3.2233	11.743
5773	2.9675	3.2657	11.816
6059	3.3849	3.266	11.816
6223	0.76748	3.266	11.816
6572	5.1449	3.266	11.816
7005	6.0393	3.266	11.816
7171	2.2895	3.266	11.816
7423	2.9505	3.2664	11.815
7613	6.1904	3.3337	11.757
7706	3.1894	3.6986	11.442
7820	5.0937	4.1297	11.069
7915	2.9234	4.49	10.762
8414	0.70066	6.7173	9.6997
8556	5.7923	7.3552	9.3954
8698	0.16566	7.9379	8.9931
8725	4.5488	8.0468	8.9151
8824	2.5777	8.4473	8.6281
9409	0.28376	10.703	6.7971
9875	0.64574	12.232	4.9589
9991	3.3364	12.547	4.4763
10215	3.1959	13.161	3.5429
10237	2.7158	13.226	3.4555
10700	4.0546	14.77	1.7461
11332	0.32278	15.702	0.54606
11694	1.3435	15.664	0.19873
11948	3.0562	15.32	-1.0171
12034	0.91114	15.191	-1.4253
12724	1.6797	13.704	-4.4863
13023	0.27092	12.503	-5.3569
13242	5.8785	11.502	-5.7875
13616	5.5147	9.7899	-6.5135
13827	5.0391	8.7778	-6.7988
14135	1.37	7.2878	-7.2064
14268	0.18889	6.5829	-7.3993
14472	2.4869	5.6034	-7.6673
14826	4.3436	3.8906	-8.0786
14914	0.30423	3.4566	-8.124
15105	5.2535	2.5115	-8.2229
15141	5.1718	2.3325	-8.2417
15235	2.362	1.8661	-8.2905
15308	1.6652	1.5072	-8.3281
15596	0.87872	0.082905	-8.4773
15652	3.881	-0.19403	-8.5063
15854	1.023	-1.193	-8.6109
16015	6.1577	-1.9907	-8.6944
16325	2.0683	-3.5239	-8.855
16407	3.7523	-3.9297	-8.8975
16541	2.8833	-4.5929	-8.9669
16705	0.47385	-5.4086	-9.0249
17023	5.8768	-6.9803	-8.8727
17208	5.7609	-7.8964	-8.7767
17447	0.57472	-9.1653	-8.7887
17599	1.9627	-9.9152	-8.8669
17876	2.7133	-11.289	-9.0108
17930	2.4562	-11.558	-9.0304
17986	2.8939	-11.834	-9.0304
18368	5.9844	-13.724	-8.8387
18604	5.9032	-14.892	-8.7155
19314	6.1267	-18.419	-8.7243
19505	0.50522	-19.369	-8.735
19570	5.9752	-19.693	-8.7387
19836	1.0532	-21.016	-8.7536
20012	6.1012	-21.896	-8.7635
20219	6.1283	-22.925	-8.7751
20341	2.019	-23.536	-8.7821
20572	5.1494	-24.686	-8.795
21040	5.2274	-26.766	-8.7595
21081	5.7754	-26.773	-8.7211
21258	4.4611	-26.805	-8.5997
21484	6.0852	-26.805	-8.5983
21531	3.269	-26.805	-8.5983
21740	1.3663	-26.805	-8.5983
22161	0.31609	-26.805	-8.5983
22792	2.2393	-26.805	-8.5983
22942	4.977	-26.805	-8.5983
23018	5.7838	-26.805	-8.5983
23105	1.2825	-26.805	-8.5983
23276	0.51423	-26.805	-8.5983
23337	3.8844	-26.805	-8.5983
23520	4.052	-26.805	-8.5983
23858	2.4309	-25.898	-8.709
23984	3.9867	-25.275	-8.7849
24087	3.0159	-24.768	-8.8468
24382	4.1491	-23.349	-9.1805
24665	5.8629	-22.13	-9.879
24903	1.0623	-21.113	-10.485
25079	5.8642	-20.331	-11.018
25289	0.20438	-19.648	-11.812
25332	1.4064	-19.538	-11.998
25443	1.2748	-19.262	-12.475
25602	4.6825	-18.875	-13.163
25767	1.6054	-18.6	-13.934
26065	3.1631	-18.21	-15.344
26403	4.2634	-18.022	-16.027
26611	4.3545	-17.743	-16.97
27064	1.8588	-17.686	-17.28
27113	4.1213	-17.686	-17.28
27331	3.204	-17.686	-17.28
27442	5.8511	-17.686	-17.28
27519	0.12583	-17.706	-17.297
27760	4.064	-18.705	-17.847
27833	3.7658	-19.053	-17.952
28411	6.1231	-21.855	-17.487
28477	4.6674	-22.133	-17.284
28541	2.8974	-22.4	-17.069
28616	2.4281	-22.69	-16.832
29010	3.6011	-24.151	-15.527
29106	0.80456	-24.42	-15.132
29262	3.5446	-24.817	-14.466
29291	3.2432	-24.891	-14.343
29408	3.2064	-25.19	-13.843
29608	1.8411	-25.7	-12.989
29856	0.96595	-26.334	-11.928
29952	4.8136	-26.579	-11.518
30380	4.6955	-26.911	-10.103
30547	1.684	-26.885	-10.031
30764	2.7709	-26.885	-10.031
30801	2.7442	-26.885	-10.031
30892	0.37503	-26.885	-10.031
31257	0.1019	-26.885	-10.031
31592	4.4063	-26.885	-10.031
31874	1.4646	-26.652	-9.9775
31937	0.04557	-26.334	-9.9282
32755	4.18	-22.267	-9.8358
32892	4.5188	-21.585	-9.8204
33175	4.0199	-20.138	-9.4854
33444	0.11945	-18.856	-9.1055
33509	4.9342	-18.536	-9.0518
33721	2.6553	-17.485	-8.9559
33767	1.6959	-17.256	-8.9356
33900	5.6027	-16.597	-8.8769
34406	5.5925	-14.091	-8.6488
34485	0.28379	-13.707	-8.5712
34742	1.9733	-12.541	-8.0551
35058	2.7732	-11.167	-7.2948
35112	0.068596	-10.932	-7.1646
35202	1.4792	-10.539	-6.9459
35529	5.7133	-9.3127	-5.8836
35830	2.8608	-8.9259	-5.4987
