NaN,NaN,NaN,-1.9089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6666,NaN,NaN,NaN
NaN,-1.8506,NaN,NaN,-2.5518,2.8742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.024,2.5558,2.2643,NaN,2.186,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,2.2029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.326,NaN,NaN,3.024,2.1301,1.3435,NaN,NaN,NaN,NaN
-0.9513,-0.94816,NaN,NaN,NaN,NaN,2.5579,2.1985,2.9932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.20366,-0.6469,NaN,-0.59774,NaN,NaN,NaN,2.1573,NaN,NaN,NaN,NaN
-0.9513,-2.4951,2.5967,NaN,NaN,NaN,NaN,NaN,-2.5091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012024,NaN,0.7801,NaN,NaN,-1.794,1.4047,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-2.3425,NaN,NaN,NaN,NaN,NaN,NaN,2.1476,2.6451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0995,3.0709,-1.842,-0.066704,NaN,NaN,NaN,-3.0818,NaN,NaN,-0.006491,NaN,NaN,NaN,NaN
NaN,-0.40405,0.17614,NaN,NaN,NaN,NaN,NaN,NaN,2.8689,2.5353,2.668,2.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.53727,0.68872,1.2484,NaN,NaN,NaN,2.0601,-3.0948,NaN,NaN,0.74541,NaN,NaN,NaN,NaN,NaN
NaN,NaN,-0.0011882,0.2238,NaN,NaN,NaN,NaN,NaN,2.1629,NaN,NaN,2.5893,3.0339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9261,0.93071,0.33559,0.58566,NaN,NaN,NaN,1.1136,2.0601,2.6201,-2.6777,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,0.040979,0.21299,-0.036272,NaN,NaN,NaN,NaN,3.0087,NaN,NaN,NaN,3.0978,2.2504,-0.97844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9384,2.4575,0.69285,0.19266,NaN,NaN,-0.15986,0.69835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-0.49505,-0.68655,NaN,NaN,NaN,NaN,-3.0543,NaN,NaN,NaN,NaN,0.35223,-1.1622,-1.2219,NaN,NaN,NaN,NaN,NaN,-2.5817,-2.911,3.1061,NaN,NaN,0.78266,NaN,-0.29787,-0.51776,0.22105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,-1.4318,-1.4561,-1.3729,NaN,NaN,NaN,2.7132,NaN,NaN,NaN,NaN,NaN,-1.4429,-1.9466,-2.3815,NaN,NaN,NaN,-2.5558,-2.5817,NaN,NaN,NaN,NaN,1.5171,0.78629,-1.8895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,-2.2521,-2.1683,NaN,NaN,NaN,3.0587,NaN,NaN,NaN,NaN,0.41649,NaN,NaN,-2.6605,3.0223,2.7311,-2.935,NaN,NaN,NaN,NaN,2.4955,2.6133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,2.777,NaN,NaN,1.8429,1.8429,NaN,NaN,NaN,1.1298,NaN,NaN,NaN,NaN,3.061,1.9571,2.857,NaN,2.3343,1.6343,1.7817,2.2319,2.7859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,-1.9906,-1.9906,NaN,-2.2844,NaN,NaN,NaN,1.556,NaN,NaN,NaN,-1.3701,-2.1517,NaN,NaN,-1.6385,-0.69435,2.33,NaN,1.395,1.8331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,0.29507,0.25345,NaN,-2.3546,NaN,NaN,2.5356,NaN,NaN,NaN,1.1229,-0.87596,NaN,-2.0236,2.7512,NaN,-1.8761,-2.6309,0.72466,1.0718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
