NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.9298,-2.9298,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.8998,-2.7127,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.6869,-2.3282,-2.1296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.0345,-2.6207,-2.3108,-2.0262,-1.7304,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.3705,-2.0638,NaN,NaN,-2.0436,-1.9838,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.8237,-1.8857,-2.2614,NaN,NaN,-2.1953,-2.1953,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.3989,-1.3675,-1.7617,NaN,NaN,NaN,NaN,1.5186,1.5186,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,-2.668,-2.4274,-0.74222,-1.2883,-1.5855,NaN,NaN,NaN,NaN,0.88515,0.88515,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,-3.1041,-2.8213,-2.848,-1.9847,0.56571,-0.3206,NaN,NaN,-2.2561,NaN,NaN,0.025952,0.56168,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,-3.102,2.579,-2.7856,-2.3769,NaN,NaN,-0.071579,-0.65539,NaN,NaN,-1.9179,-0.62656,2.866,0.91984,1.1549,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.16029,2.2042,NaN,NaN,-2.9204,-2.4338,-1.3048,NaN,0.21924,1.9526,-2.0757,-2.921,NaN,-2.7816,2.5321,1.11,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.6198,0.19977,NaN,NaN,-0.7972,-1.665,NaN,-1.1943,-0.97017,-2.9825,-1.5741,NaN,NaN,-2.5976,-2.0847,-2.9539,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-0.40091,-0.25092,0.19203,0.48048,0.74006,-0.65096,-1.2823,-1.4971,-0.77949,-0.11583,-0.84795,NaN,-2.7683,-1.8953,-1.9522,-2.7327,-2.8134,-3.124,-2.0746,NaN,0.71165,NaN,0
-1.4625,-0.81499,-0.47779,-0.19943,0.26434,0.27843,-0.52422,-1.3151,-1.5415,-1.3651,-0.35261,-1.142,0.20885,-2.1402,-2.9154,NaN,-2.767,-2.6109,-3.124,NaN,NaN,2.3142,NaN,0
-1.8535,NaN,-1.1199,-0.76149,-0.059554,-0.046071,-0.16864,NaN,NaN,-0.70201,0.014943,-0.10044,1.4587,2.0439,0.97139,-2.3947,-2.8209,NaN,NaN,NaN,2.0335,NaN,NaN,0
2.037,NaN,NaN,NaN,-0.48606,-0.60427,-0.35525,-0.7122,NaN,NaN,1.7324,2.232,1.6727,NaN,0.71448,-1.1556,-2.2116,NaN,NaN,2.3476,2.2084,1.8842,NaN,0
2.1003,2.1583,NaN,NaN,NaN,NaN,-0.73693,NaN,NaN,-2.0395,-2.7291,2.1275,1.9856,1.6925,-0.6437,-1.5706,NaN,NaN,1.7137,1.493,NaN,1.3893,1.4187,0
NaN,2.5809,-1.5184,-1.0957,-1.1754,-2.521,-1.4954,NaN,0.026229,-1.7727,-2.8246,NaN,2.5636,1.252,-1.7055,-1.9558,-2.545,-1.0755,1.1452,NaN,NaN,1.6115,1.6115,0
NaN,-0.73346,NaN,NaN,NaN,NaN,NaN,0.23654,-0.33049,-1.271,-1.7113,-1.8125,1.3449,-2.0345,NaN,-2.2215,NaN,2.81,2.2767,NaN,NaN,0.49307,NaN,0
NaN,-0.62934,-0.62934,NaN,NaN,NaN,NaN,NaN,NaN,-1.661,-2.3361,-2.3077,NaN,-1.8885,3.0576,2.8828,NaN,3.0861,NaN,-2.9052,2.9715,NaN,NaN,0
NaN,-0.49577,-0.49577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7918,-1.8639,-1.6001,NaN,NaN,2.8676,2.3267,NaN,NaN,1.2904,-3.017,-1.6414,NaN,0
NaN,-1.3803,-1.3803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.804,-1.6784,-1.6592,-2.0704,2.2875,1.6683,0.38647,-0.77308,0.93955,NaN,-0.032966,-0.95395,0
NaN,NaN,-1.2653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.3751,-1.3508,-1.7871,1.0001,0.61025,0.28135,NaN,NaN,NaN,-0.47812,-1.5294,0
-0.49146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.6969,-1.7786,1.6028,1.2027,0.58714,0.067973,-1.6179,-1.762,-1.9639,-0.67434,NaN,0
-1.0523,NaN,0.98833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6606,NaN,0.68842,0.016573,-1.9255,NaN,NaN,NaN,NaN,0
-1.6978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
