NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,0.74908,NaN,NaN,NaN,-0.84705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9715,NaN,0.60351,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.3177,NaN,NaN,2.9715,0.53199,0.60351,NaN,NaN,0
NaN,NaN,2.8857,NaN,0.027671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,0.027671,NaN,NaN,NaN,NaN,2.6098,NaN,NaN,NaN,0.80085,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5763,NaN,NaN,NaN,0.64733,NaN,1.5941,0
NaN,NaN,NaN,NaN,NaN,NaN,0.54029,NaN,-1.9047,NaN,NaN,NaN,NaN,1.6058,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,1.8214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4016,NaN,2.7208,NaN,NaN,NaN,NaN,NaN,0
NaN,NaN,-0.78605,-0.99795,-1.8461,-1.9402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
-2.4915,NaN,NaN,NaN,-1.848,-1.9131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,-2.4915,NaN,NaN,NaN,-1.4446,NaN,NaN,-0.65779,NaN,NaN,-1.5948,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
