NaN,0.85006,NaN,NaN,NaN,-1.8885,NaN,NaN,-0.11165,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.85006,NaN,1.3542,1.0774,2.4129,0.24318,-0.343,-0.065945,-0.19432,NaN,-2.8612,NaN,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,0.36674,NaN,-0.25011,0.3161,0.81534,-0.63208,1.7966,-1.585,NaN,NaN,0
NaN,NaN,NaN,NaN,NaN,-0.91117,-0.080051,2.0261,1.9198,NaN,1.838,1.3023,0.20483,0.929,NaN,0
NaN,NaN,-0.6004,NaN,-0.58077,-0.75121,NaN,2.64,2.5102,2.9964,-0.47022,0.10552,0.095297,1.1327,NaN,0
NaN,-1.2023,NaN,NaN,-0.656,NaN,NaN,-2.9086,-3.0932,-1.8493,-0.55337,-0.12343,0.14238,0.17562,NaN,0
NaN,NaN,-2.753,NaN,1.1399,NaN,-0.55337,-0.50858,NaN,-0.53539,-0.41132,-0.0089294,0.38681,0.32658,-0.043228,0
NaN,NaN,-3.1152,2.0694,1.3374,NaN,0.93556,0.87972,0.47685,0.75873,0.073893,0.71211,0.43931,0.33627,-0.45593,0
NaN,NaN,NaN,NaN,1.8681,1.4891,1.2587,1.0132,1.1117,NaN,0.25118,0.51348,0.46456,NaN,NaN,0
NaN,NaN,NaN,-0.89817,2.4142,1.7778,1.3617,1.0866,NaN,1.1688,0.36838,0.43866,NaN,NaN,2.4267,0
NaN,NaN,-0.13717,-1.8933,-2.8225,2.4485,1.2973,0.9958,0.14336,-0.24181,0.17153,-0.017555,NaN,2.9484,NaN,0
-0.23129,0.23577,1.5377,0.41158,-2.3554,3.0892,2.1811,1.7339,-0.63819,-0.70637,NaN,NaN,2.5222,NaN,NaN,0
0.31716,0.55825,1.0986,NaN,-1.6401,-0.13872,0.28307,2.2707,-1.2472,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,0.57262,NaN,NaN,NaN,-0.23991,0.17338,NaN,-0.87614,-2.1405,1.8007,2.4486,NaN,-3.0948,NaN,0
NaN,-0.6047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1416,3.1416
